Laschoberstraße 12b	45894	Gelsenkirchen	+49 209 50964 10	+49 209 50964 59
Rotkäppchenweg 50b	25923	Uphusum	+49 4663 90497 10	+49 4663 90497 59
Farnweg 45A	21380	Artlenburg	+49 4153 5926 10	+49 4153 5926 59
Pestalozzistraße 1a	74369	Löchgau	+49 7143 85298 10	+49 7143 85298 59
Snitgerreihe 26a	53505	Altenahr	+49 2643 80449 10	+49 2643 80449 59
Liliencronstraße 27	56823	Büchel	+49 2678 83093 10	+49 2678 83093 59
Wildbergstraße 16	17166	Teterow	+49 3996 1251 10	+49 3996 1251 59
Großsedlitzer Weg 34G	69509	Mörlenbach	+49 6209 28490 10	+49 6209 28490 59
Höhenpromenade 30c	66359	Bous	+49 6834 78936 10	+49 6834 78936 59
Münsterer Weg 32f	76835	Gleisweiler	+49 6345 9538 10	+49 6345 9538 59
Wilhelm-Busch-Straße 29g	56843	Starkenburg	+49 6541 8670 10	+49 6541 8670 59
Mombacher Weg 38a	56814	Faid	+49 2671 2344 10	+49 2671 2344 59
Dückergasse 17b	56462	Höhn	+49 2661 93331 10	+49 2661 93331 59
Am Hofgut 39d	64287	Darmstadt	+49 6151 4933 10	+49 6151 4933 59
Margaritenweg 15	92274	Gebenbach	+49 9622 83889 10	+49 9622 83889 59
Elise-Averdieck-Straße 2E	60308	Frankfurt am Main	+49 69 756574 10	+49 69 756574 59
Wettiner Platz 43f	26937	Stadland	+49 4734 57093 10	+49 4734 57093 59
Schwarzenbergstraße 31B	21039	Escheburg	+49 4152 90206 10	+49 4152 90206 59
Manderscheider Straße 23a	94535	Eging a.See	+49 8544 59140 10	+49 8544 59140 59
Heinrich-Baldes-Straße 39A	83131	Nußdorf am Inn	+49 8034 50849 10	+49 8034 50849 59
Weidentalstraße 46	26810	Westoverledingen	+49 4955 98249 10	+49 4955 98249 59
Loreleistraße 7b	72336	Balingen	+49 7433 9074 10	+49 7433 9074 59
Billstedter Mühlenweg 18F	97348	Willanzheim	+49 9326 2872 10	+49 9326 2872 59
Thomas-Müntzer-Platz 15	17179	Finkenthal	+49 39971 162 10	+49 39971 162 59
Nagelsförst 17c	54597	Strickscheid	+49 6556 89969 10	+49 6556 89969 59
Heidelberger Straße 21C	23738	Damlos	+49 4363 85436 10	+49 4363 85436 59
Hohenfelder Straße 12B	83673	Bichl	+49 8857 77897 10	+49 8857 77897 59
Raugasse 45c	17089	Siedenbollentin	+49 3969 52147 10	+49 3969 52147 59
Brendelweg 47E	27804	Berne	+49 4406 2526 10	+49 4406 2526 59
Preystraße 4e	49637	Menslage	+49 5437 2526 10	+49 5437 2526 59
Bernhard-Mannfeld-Weg 24a	67308	Lautersheim	+49 6351 99992 10	+49 6351 99992 59
Waldteichstraße 41F	17268	Milmersdorf	+49 39886 4838 10	+49 39886 4838 59
Karl-Perotte-Straße 4	39326	Loitsche-Heinrichsberg	+49 8784 77434 10	+49 8784 77434 59
An der Mannsfaut 38C	17089	Grischow	+49 3969 51348 10	+49 3969 51348 59
Stangenweg 6C	91717	Wassertrüdingen	+49 9832 3363 10	+49 9832 3363 59
Glockengießerwall 1g	54518	Bruch	+49 6578 2675 10	+49 6578 2675 59
Prießnitzstraße 44	18276	Klein Upahl	+49 38458 2293 10	+49 38458 2293 59
Waisenstieg 43E	53474	Bad Neuenahr-Ahrweiler	+49 2641 82795 10	+49 2641 82795 59
Brockhausstraße 36f	37213	Witzenhausen	+49 5542 61164 10	+49 5542 61164 59
Fanny Elßler-Gasse 28a	49205	Hasbergen	+49 5405 93033 10	+49 5405 93033 59
Franziskanergasse 42b	67435	Deidesheim	+49 4194 68442 10	+49 4194 68442 59
Wilthener Straße 40d	86676	Ehekirchen	+49 8435 69998 10	+49 8435 69998 59
Am Rathaus 34E	24211	Preetz	+49 4342 20140 10	+49 4342 20140 59
Antonin-Dvorak-Straße 18	57520	Emmerzhausen	+49 2743 76330 10	+49 2743 76330 59
Mammolshainer Straße 47B	71672	Ludwigsburg	+49 39748 1330 10	+49 39748 1330 59
Defreggerstraße 48	04668	Parthenstein	+49 34293 6633 10	+49 34293 6633 59
Falkensteiner Straße 40F	34477	Twistetal	+49 5695 75295 10	+49 5695 75295 59
Am Maisfeld 49C	55234	Ober-Flörsheim	+49 6735 77661 10	+49 6735 77661 59
Köttewitzer Straße 45B	91637	Wörnitz	+49 9868 89148 10	+49 9868 89148 59
Renkfeldweg 22E	21514	Witzeeze	+49 4155 49380 10	+49 4155 49380 59
An der Sägemühle 48e	85435	Erding	+49 8122 56935 10	+49 8122 56935 59
Langfurchweg 7g	71691	Freiberg am Neckar	+49 7141 37596 10	+49 7141 37596 59
Orber Straße 19A	88353	Kißlegg	+49 7563 93894 10	+49 7563 93894 59
Ziegenhainer Straße 11E	23715	Bosau	+49 4527 78264 10	+49 4527 78264 59
Hohenlohestraße 13c	94344	Wiesenfelden	+49 9966 78334 10	+49 9966 78334 59
Am Hahnweg 21a	88454	Hochdorf	+49 7355 7984 10	+49 7355 7984 59
Elise-Averdieck-Straße 33A	10709	Berlin	+49 30 200035 10	+49 30 200035 59
Hauskoppel 22g	55483	Kappel	+49 6763 9397 10	+49 6763 9397 59
Marsdorfer Straße 5c	69117	Heidelberg	+49 6221 3279 10	+49 6221 3279 59
Hans-Oster-Straße 10b	41189	Mönchengladbach	+49 2161 68392 10	+49 2161 68392 59
Liesel-Christ-Anlage 20c	02694	Großdubrau - Wulka Dubrawa	+49 35934 6986 10	+49 35934 6986 59
An der Alster 3	37339	Wehnde	+49 36071 9440 10	+49 36071 9440 59
Lorenzengasse 50a	86704	Tagmersheim	+49 9094 85932 10	+49 9094 85932 59
Südhöhe 7C	09128	Chemnitz	+49 371 676058 10	+49 371 676058 59
Verbindungstraße 40e	01734	Rabenau	+49 351 316337 10	+49 351 316337 59
Guts-Muths-Straße 20B	82281	Egenhofen	+49 8145 48432 10	+49 8145 48432 59
Friedrich-Kahl-Straße 5G	34474	Diemelstadt	+49 5694 65544 10	+49 5694 65544 59
Kaiserallee 40c	34117	Kassel	+49 561 98594 10	+49 561 98594 59
Große Spillingsgasse 16	17194	Moltzow	+49 39953 8139 10	+49 39953 8139 59
Adalbert-Stifter-Straße 5E	39596	Hohenberg-Krusemark	+49 39394 8043 10	+49 39394 8043 59
Regerstraße 43A	06502	Thale	+49 3947 20282 10	+49 3947 20282 59
Polierstraße 9a	10243	Berlin	+49 30 682387 10	+49 30 682387 59
Willy-Brandt-Platz 43e	89522	Heidenheim an der Brenz	+49 7321 3553 10	+49 7321 3553 59
Erich-Ponto-Straße 32A	87640	Biessenhofen	+49 8341 9617 10	+49 8341 9617 59
Winkelstraße 13c	84508	Burgkirchen an der Alz	+49 8679 81730 10	+49 8679 81730 59
Reitschule 28A	93093	Donaustauf	+49 9403 58299 10	+49 9403 58299 59
Brendelweg 12b	55487	Niedersohren	+49 6543 88199 10	+49 6543 88199 59
Eichengasse 47a	21398	Neetze	+49 5850 2511 10	+49 5850 2511 59
Herweghstraße 17B	06632	Gleina	+49 34464 660 10	+49 34464 660 59
Hainer Weg 41D	89171	Illerkirchberg	+49 7346 40614 10	+49 7346 40614 59
Herbert-Collum-Straße 43B	65462	Ginsheim-Gustavsburg	+49 6144 4019 10	+49 6144 4019 59
Im Kohlacker 49A	94158	Philippsreut	+49 8550 2482 10	+49 8550 2482 59
Katharinenstraße 13e	54413	Damflos	+49 6503 58833 10	+49 6503 58833 59
Wilhelm-Meiß-Straße 4f	25842	Lütjenholm	+49 4672 21196 10	+49 4672 21196 59
Elbhangstraße 14D	04821	Brandis	+49 34292 2544 10	+49 34292 2544 59
Zum Birkhübel 47D	45277	Essen	+49 201 845280 10	+49 201 845280 59
Josef-Wirmer-Straße 40E	87629	Füssen	+49 8362 88031 10	+49 8362 88031 59
Polenzstraße 15	56332	Brodenbach	+49 2605 55740 10	+49 2605 55740 59
Böschenweg 37C	92436	Bruck i.d.OPf.	+49 9434 9685 10	+49 9434 9685 59
Lilienweg 22A	66538	Neunkirchen	+49 6821 40244 10	+49 6821 40244 59
Rhonestraße 24	14979	Großbeeren	+49 33701 4135 10	+49 33701 4135 59
Kramergasse 39c	82435	Bad Bayersoien	+49 8845 75995 10	+49 8845 75995 59
Im Enkheimer Weimerhaus 14E	79215	Elzach	+49 7682 67036 10	+49 7682 67036 59
Am Stadtrand 39B	08315	Lauter-Bernsbach	+49 3774 3342 10	+49 3774 3342 59
Lionsplatz 12e	98587	Schmalkalden	+49 4931 17299 10	+49 4931 17299 59
Im Bauernfeld 37b	16259	Neulewin	+49 33452 1394 10	+49 33452 1394 59
Zirkusstraße 44B	99887	Herrenhof	+49 36253 6198 10	+49 36253 6198 59
Birminghamstraße 36e	54523	Heckenmünster	+49 7946 77041 10	+49 7946 77041 59
Am Werk 31A	74248	Ellhofen	+49 7134 90844 10	+49 7134 90844 59
Dittersdorfer Straße 8F	77654	Offenburg	+49 781 96800 10	+49 781 96800 59
An der Kettenstraße 38g	79736	Rickenbach	+49 7765 2162 10	+49 7765 2162 59
Erich-Kästner-Straße 33c	76356	Weingarten	+49 7244 9397 10	+49 7244 9397 59
Georg-Thielen-Gasse 2c	19077	Uelitz	+49 3868 3091 10	+49 3868 3091 59
Hellersiedlung Weg H 25	27570	Bremerhaven	+49 471 95879 10	+49 471 95879 59
Rothschildallee 30a	24582	Bordesholm	+49 4322 8852 10	+49 4322 8852 59
Lübeckertordamm 25d	04519	Rackwitz	+49 34294 6345 10	+49 34294 6345 59
Hans-Rubbert-Straße 9e	54636	Altscheid	+49 6527 74096 10	+49 6527 74096 59
Hempelstraße 44a	07557	Zedlitz	+49 36603 6999 10	+49 36603 6999 59
Im Kammerdorf 32d	12047	Berlin	+49 30 188963 10	+49 30 188963 59
Geißlertwiete 11a	56479	Niederroßbach	+49 2664 4449 10	+49 2664 4449 59
Altlöbtau 12B	83727	Schliersee	+49 8026 20395 10	+49 8026 20395 59
Pohlandstraße 46e	71711	Murr	+49 7144 3277 10	+49 7144 3277 59
Ing. Alois Schwarz-Platz 42D	02999	Lohsa - Łaz	+49 35724 144 10	+49 35724 144 59
Boseweg 16a	17153	Kittendorf	+49 39955 2395 10	+49 39955 2395 59
Eichbühnweg 36	21227	Bendestorf	+49 451 14099 10	+49 451 14099 59
Wincklerstraße 21a	86845	Großaitingen	+49 8203 9633 10	+49 8203 9633 59
Steinmetzstraße 37	55471	Neuerkirch	+49 6761 9064 10	+49 6761 9064 59
Augustinstraße 37f	54427	Kell am See	+49 6589 84431 10	+49 6589 84431 59
Spökelbarg 13	27243	Beckeln	+49 4244 93958 10	+49 4244 93958 59
Schreberweg 49F	45879	Gelsenkirchen	+49 209 40228 10	+49 209 40228 59
Gregor Josef Werner-Straße 16A	10555	Berlin	+49 30 585950 10	+49 30 585950 59
Königslacherstraße 27c	07616	Petersberg	+49 36691 219 10	+49 36691 219 59
Schwansburg 16H	07613	Hartmannsdorf	+49 36693 1451 10	+49 36693 1451 59
Marienthaler Straße 43F	95519	Vorbach	+49 9205 68197 10	+49 9205 68197 59
Zorbachstraße 31A	81371	München	+49 89 189553 10	+49 89 189553 59
Rudolf-Walther-Straße 22C	78585	Bubsheim	+49 7429 43099 10	+49 7429 43099 59
Wacholderstraße 21G	53919	Weilerswist	+49 2254 95698 10	+49 2254 95698 59
Dottenfeldstraße 22C	61381	Friedrichsdorf	+49 6175 2315 10	+49 6175 2315 59
An der Bergkuppe 47B	13349	Berlin	+49 30 185995 10	+49 30 185995 59
Grüner Bergweg 25D	56291	Lingerhahn	+49 6746 66896 10	+49 6746 66896 59
Oberer Kaulberg 18E	66969	Lemberg	+49 6331 8439 10	+49 6331 8439 59
Frauenhofstraße 39g	54539	Zeltingen-Rachtig	+49 4484 77996 10	+49 4484 77996 59
Bosewitzer Straße 9	54614	Schönecken	+49 6553 80164 10	+49 6553 80164 59
Elsa-Brändström-Straße 42f	57635	Oberirsen	+49 2686 61590 10	+49 2686 61590 59
Hartl-Lucke 49c	19288	Lüblow	+49 9621 69054 10	+49 9621 69054 59
Meinhardtweg 31b	56761	Müllenbach	+49 2653 27593 10	+49 2653 27593 59
Finkenhofstraße 46C	07646	Tröbnitz	+49 36428 3195 10	+49 36428 3195 59
Bauhofstraße 21A	67361	Freisbach	+49 6344 92640 10	+49 6344 92640 59
Altgomlitz 45A	89186	Illerrieden	+49 7306 35792 10	+49 7306 35792 59
Gagernstraße 31	01816	Bad Gottleuba-Berggießhübel	+49 35023 2245 10	+49 35023 2245 59
Sutristraße 14G	12059	Berlin	+49 30 263037 10	+49 30 263037 59
Saalgasse 47c	04758	Liebschützberg	+49 3435 99643 10	+49 3435 99643 59
Königsdamm 24A	56070	Koblenz	+49 261 57965 10	+49 261 57965 59
Zellerhornstraße 46a	06577	Etzleben	+49 34673 2290 10	+49 34673 2290 59
Sporergasse 1C	56743	Thür	+49 2652 2099 10	+49 2652 2099 59
Niederpoyritzer Straße 34b	97232	Giebelstadt	+49 9334 67931 10	+49 9334 67931 59
Linnéstraße 42c	88483	Burgrieden	+49 7392 95436 10	+49 7392 95436 59
Heinrichstraße 2b	96274	Itzgrund	+49 9533 98948 10	+49 9533 98948 59
Kolbestraße 9f	25866	Mildstedt	+49 4861 96797 10	+49 4861 96797 59
Banscherhof 7c	27324	Hassel (Weser)	+49 4254 64597 10	+49 4254 64597 59
Rossittener Straße 44F	85625	Glonn	+49 8093 90030 10	+49 8093 90030 59
Reinskamp 35A	27798	Hude (Oldenburg)	+49 4408 92438 10	+49 4408 92438 59
Mörikestraße 13d	54655	Malberg	+49 8165 8030 10	+49 8165 8030 59
Banscherhof 26C	35713	Eschenburg	+49 2770 91940 10	+49 2770 91940 59
Grundstraße 34G	31555	Suthfeld	+49 5723 95691 10	+49 5723 95691 59
